account_id,days_past_due,amount_due,paid_on_time_ratio_12m,missed_payments_12m,contact_channel,prev_contacted,prev_response,risk_segment,repaid_30d
CUST-00885,2,79.0,0.83,3,email,1,0,early,1
CUST-00886,24,905.13,0.661,4,whatsapp,1,1,mid,0
CUST-00887,35,178.3,0.882,3,email,0,0,mid,0
CUST-00888,106,649.82,1.0,1,whatsapp,0,0,severe,0
CUST-00889,62,460.23,0.875,0,sms,0,0,late,0
CUST-00890,24,145.74,0.865,0,call,0,0,mid,1
CUST-00891,90,368.56,0.541,3,email,1,0,severe,0
CUST-00892,55,315.45,0.591,4,call,1,0,late,1
CUST-00893,101,324.04,0.507,3,sms,1,0,severe,0
CUST-00894,91,721.15,0.613,2,whatsapp,0,0,severe,0
CUST-00895,112,688.75,0.502,2,whatsapp,1,1,severe,0
CUST-00896,85,295.22,0.588,2,email,0,0,severe,0
CUST-00897,14,189.73,0.678,1,whatsapp,1,1,early,1
CUST-00898,67,570.35,0.52,4,email,0,0,late,0
CUST-00899,51,448.0,0.436,0,whatsapp,0,0,late,1
CUST-00900,97,809.05,0.448,2,call,0,0,severe,0
CUST-00901,19,1329.69,0.811,1,whatsapp,0,0,mid,0
CUST-00902,56,749.74,0.732,0,whatsapp,0,0,late,0
CUST-00903,100,468.89,0.925,1,whatsapp,1,1,severe,1
CUST-00904,75,424.95,0.929,3,sms,0,0,late,1
CUST-00905,5,205.86,0.652,4,call,0,0,early,1
CUST-00906,99,189.86,0.854,2,sms,0,0,severe,0
CUST-00907,45,158.91,0.432,1,email,0,0,mid,0
CUST-00908,82,353.49,1.0,0,sms,1,0,severe,0
CUST-00909,79,343.31,0.959,3,whatsapp,1,1,severe,0
CUST-00910,78,717.99,0.677,1,sms,0,0,severe,0
CUST-00911,51,352.32,0.487,0,sms,1,0,late,0
CUST-00912,49,416.82,0.796,1,sms,1,1,late,0
CUST-00913,13,90.15,0.346,1,whatsapp,0,0,early,0
CUST-00914,67,1006.26,0.564,2,whatsapp,0,0,late,0
CUST-00915,35,642.24,0.87,4,whatsapp,1,1,mid,0
CUST-00916,48,1052.44,0.735,2,whatsapp,1,0,late,0
CUST-00917,21,735.0,0.622,3,whatsapp,0,0,mid,1
CUST-00918,90,956.68,0.91,3,whatsapp,0,0,severe,0
CUST-00919,111,400.48,0.512,2,sms,0,0,severe,0
CUST-00920,46,709.49,0.777,1,call,0,0,late,1
CUST-00921,51,1345.76,0.62,4,email,0,0,late,0
CUST-00922,56,88.47,0.551,1,sms,1,1,late,1
CUST-00923,9,856.41,0.813,3,email,0,0,early,0
CUST-00924,91,1023.34,0.521,2,sms,0,0,severe,0
CUST-00925,106,614.76,1.0,2,whatsapp,0,0,severe,1
CUST-00926,61,724.87,0.603,1,email,0,0,late,0
CUST-00927,8,889.48,1.0,1,email,1,1,early,1
CUST-00928,41,265.51,0.501,0,email,0,0,mid,1
CUST-00929,19,613.57,0.841,3,call,1,0,mid,0
CUST-00930,100,195.84,0.48,2,email,0,0,severe,0
CUST-00931,97,258.8,0.452,2,email,0,0,severe,0
CUST-00932,46,277.9,0.752,1,whatsapp,1,0,late,1
CUST-00933,46,433.19,0.856,1,call,0,0,late,0
CUST-00934,102,527.93,0.465,2,sms,1,1,severe,0
CUST-00935,11,628.17,0.957,2,sms,0,0,early,1
CUST-00936,95,20.0,0.56,3,email,0,0,severe,0
CUST-00937,116,1128.57,0.746,1,whatsapp,1,1,severe,0
CUST-00938,54,858.73,0.796,4,whatsapp,1,0,late,0
CUST-00939,91,717.94,0.839,1,call,1,0,severe,0
CUST-00940,86,362.71,0.36,1,email,1,0,severe,0
CUST-00941,108,450.78,1.0,1,call,1,0,severe,0
CUST-00942,5,659.57,0.832,3,whatsapp,1,0,early,0
CUST-00943,85,614.86,0.635,3,sms,1,0,severe,0
CUST-00944,47,20.0,0.515,4,email,1,0,late,0
CUST-00945,104,722.97,0.381,1,whatsapp,1,0,severe,0
CUST-00946,104,1436.24,0.448,3,email,1,1,severe,0
CUST-00947,35,20.0,0.829,1,sms,1,0,mid,1
CUST-00948,70,806.3,0.652,4,sms,1,0,late,0
CUST-00949,60,601.12,0.494,3,whatsapp,1,1,late,1
CUST-00950,67,443.39,0.615,2,sms,1,1,late,1
CUST-00951,100,930.25,1.0,0,email,0,0,severe,0
CUST-00952,80,91.65,0.654,0,call,0,0,severe,0
CUST-00953,91,533.47,0.603,1,call,0,0,severe,1
CUST-00954,82,960.63,0.99,2,call,1,0,severe,0
CUST-00955,31,415.33,0.812,2,call,0,0,mid,0
CUST-00956,71,342.64,0.729,3,email,0,0,late,0
CUST-00957,46,517.75,0.598,1,whatsapp,0,0,late,1
CUST-00958,51,333.84,0.41,3,sms,0,0,late,0
CUST-00959,14,988.53,0.486,2,whatsapp,1,0,early,0
CUST-00960,23,181.81,0.624,0,sms,1,1,mid,1
CUST-00961,42,767.02,0.676,1,whatsapp,1,1,mid,0
CUST-00962,36,68.26,0.791,4,sms,1,0,mid,0
CUST-00963,77,700.02,0.83,1,email,1,0,severe,0
CUST-00964,36,445.5,0.765,1,whatsapp,1,1,mid,1
CUST-00965,30,20.0,0.764,2,call,0,0,mid,1
CUST-00966,52,478.03,0.518,4,whatsapp,0,0,late,0
CUST-00967,69,129.03,0.289,6,sms,0,0,late,0
CUST-00968,120,333.83,0.616,2,whatsapp,1,1,severe,0
CUST-00969,62,986.1,0.529,0,whatsapp,0,0,late,1
CUST-00970,43,112.45,0.589,0,sms,0,0,mid,0
CUST-00971,39,131.22,0.665,0,whatsapp,1,0,mid,1
CUST-00972,54,953.88,0.471,2,whatsapp,1,0,late,0
CUST-00973,112,518.14,0.498,3,email,1,0,severe,0
CUST-00974,45,987.11,0.7,1,whatsapp,0,0,mid,0
CUST-00975,30,586.43,0.743,3,call,1,0,mid,1
CUST-00976,70,189.74,0.589,2,email,1,0,late,0
CUST-00977,93,458.19,0.82,4,whatsapp,0,0,severe,0
CUST-00978,114,884.52,0.676,1,whatsapp,0,0,severe,0
CUST-00979,34,789.6,0.516,1,call,1,1,mid,0
CUST-00980,107,480.29,0.728,3,whatsapp,0,0,severe,0
CUST-00981,103,496.05,1.0,1,email,1,0,severe,0
CUST-00982,46,442.98,0.585,2,sms,0,0,late,1
CUST-00983,41,289.71,0.953,2,sms,1,1,mid,0
CUST-00984,33,1115.48,0.996,2,whatsapp,1,0,mid,0
CUST-00985,39,482.37,1.0,2,sms,1,0,mid,1
CUST-00986,107,107.87,0.555,6,whatsapp,1,1,severe,0
CUST-00987,38,323.07,1.0,2,email,1,1,mid,1
CUST-00988,60,718.98,0.743,2,email,0,0,late,0
CUST-00989,113,691.06,0.669,2,whatsapp,1,0,severe,0
CUST-00990,83,434.88,0.674,2,sms,0,0,severe,1
CUST-00991,16,260.08,0.84,5,whatsapp,1,0,mid,0
CUST-00992,9,487.87,0.73,3,email,0,0,early,1
CUST-00993,27,20.0,0.685,6,whatsapp,1,0,mid,0
CUST-00994,104,51.7,0.977,4,whatsapp,0,0,severe,1
CUST-00995,28,742.85,0.575,8,whatsapp,1,0,mid,0
CUST-00996,38,322.31,0.511,0,call,1,1,mid,1
CUST-00997,65,603.35,0.879,5,email,1,1,late,0
CUST-00998,60,880.83,0.861,2,sms,1,0,late,1
CUST-00999,10,693.73,0.939,3,email,1,1,early,0
CUST-01000,24,486.78,0.506,1,whatsapp,0,0,mid,0
CUST-01001,120,1180.15,0.936,0,whatsapp,1,0,severe,0
CUST-01002,51,699.68,0.816,2,call,0,0,late,0
CUST-01003,34,363.37,1.0,2,whatsapp,1,0,mid,1
CUST-01004,100,720.86,0.47,1,email,0,0,severe,0
CUST-01005,56,614.19,0.764,3,call,1,1,late,0
CUST-01006,100,198.4,0.664,1,whatsapp,1,0,severe,0
CUST-01007,20,504.0,0.402,2,call,1,1,mid,0
CUST-01008,57,425.72,0.577,1,email,1,1,late,1
CUST-01009,98,20.0,0.945,4,whatsapp,1,1,severe,0
CUST-01010,93,423.28,0.626,2,sms,0,0,severe,0
CUST-01011,82,386.86,0.575,1,whatsapp,1,1,severe,1
CUST-01012,55,335.8,0.894,1,sms,1,1,late,1
CUST-01013,99,20.0,0.918,2,sms,1,0,severe,0
CUST-01014,45,363.31,0.917,2,sms,0,0,mid,0
CUST-01015,80,466.94,0.562,2,whatsapp,1,0,severe,0
CUST-01016,66,513.53,0.708,0,whatsapp,1,0,late,1
CUST-01017,37,106.44,0.926,4,whatsapp,0,0,mid,1
CUST-01018,25,688.07,0.589,2,email,1,0,mid,0
CUST-01019,64,80.11,0.57,0,email,1,0,late,0
CUST-01020,38,406.39,0.886,2,email,1,1,mid,1
CUST-01021,63,909.33,1.0,3,email,0,0,late,1
CUST-01022,85,252.24,0.49,2,call,1,0,severe,0
CUST-01023,97,312.0,0.2,2,sms,0,0,severe,0
CUST-01024,93,833.07,0.43,3,whatsapp,1,0,severe,0
CUST-01025,62,353.69,0.518,2,whatsapp,1,0,late,0
CUST-01026,7,382.32,0.692,2,email,0,0,early,1
CUST-01027,22,552.75,0.843,2,sms,0,0,mid,1
CUST-01028,88,825.09,0.691,1,whatsapp,1,1,severe,1
CUST-01029,72,20.0,0.58,4,sms,0,0,late,1
CUST-01030,99,207.63,0.751,1,call,1,0,severe,0
CUST-01031,59,148.83,0.528,3,email,0,0,late,0
CUST-01032,54,123.39,0.711,0,whatsapp,0,0,late,0
CUST-01033,30,199.11,0.592,2,email,0,0,mid,0
CUST-01034,8,204.3,1.0,1,sms,0,0,early,1
CUST-01035,18,578.95,0.883,3,whatsapp,0,0,mid,1
CUST-01036,82,188.12,0.553,6,whatsapp,0,0,severe,0
CUST-01037,70,520.19,0.521,2,call,0,0,late,0
CUST-01038,30,611.65,0.632,2,whatsapp,1,1,mid,0
CUST-01039,44,240.62,0.391,1,email,0,0,mid,0
CUST-01040,78,522.84,0.574,3,whatsapp,1,1,severe,1
CUST-01041,46,1016.81,0.572,1,sms,0,0,late,0
CUST-01042,46,585.62,0.897,0,whatsapp,0,0,late,1
CUST-01043,33,271.05,0.635,1,whatsapp,0,0,mid,1
CUST-01044,77,458.71,0.562,3,whatsapp,0,0,severe,1
CUST-01045,107,179.86,0.452,1,sms,1,1,severe,1
CUST-01046,31,568.68,0.485,4,email,1,0,mid,0
CUST-01047,35,762.38,0.707,1,sms,1,1,mid,0
CUST-01048,58,211.86,0.677,2,whatsapp,1,0,late,0
CUST-01049,23,411.54,0.947,2,email,1,1,mid,1
CUST-01050,63,843.93,0.594,3,call,1,1,late,1
CUST-01051,107,317.28,0.932,4,sms,1,0,severe,0
CUST-01052,76,541.47,0.771,2,whatsapp,0,0,severe,0
CUST-01053,20,145.24,0.719,3,whatsapp,0,0,mid,1
CUST-01054,25,212.23,0.318,4,whatsapp,0,0,mid,1
CUST-01055,10,312.49,0.462,1,whatsapp,0,0,early,1
CUST-01056,116,1176.42,0.868,2,whatsapp,0,0,severe,0
CUST-01057,42,349.1,1.0,3,call,0,0,mid,1
CUST-01058,35,310.41,0.761,2,email,1,0,mid,0
CUST-01059,104,299.78,0.873,2,whatsapp,1,0,severe,1
CUST-01060,37,427.01,0.638,1,sms,1,1,mid,0
CUST-01061,28,689.9,0.646,1,whatsapp,1,0,mid,1
CUST-01062,31,540.64,0.587,1,call,0,0,mid,1
CUST-01063,48,1138.5,0.915,1,sms,1,0,late,1
CUST-01064,9,548.41,0.789,1,email,0,0,early,0
CUST-01065,77,943.17,0.673,2,whatsapp,1,0,severe,0
CUST-01066,51,568.55,0.654,1,sms,1,1,late,0
CUST-01067,117,673.79,0.831,0,email,0,0,severe,0
CUST-01068,93,20.0,0.785,1,sms,0,0,severe,0
CUST-01069,47,439.34,0.554,2,whatsapp,0,0,late,0
CUST-01070,86,457.94,1.0,1,sms,1,0,severe,0
CUST-01071,97,402.25,0.771,1,email,0,0,severe,0
CUST-01072,24,20.0,0.722,1,sms,1,0,mid,1
CUST-01073,20,761.8,1.0,4,call,1,0,mid,0
CUST-01074,17,356.11,0.925,2,sms,1,0,mid,1
CUST-01075,6,339.82,0.702,3,call,0,0,early,0
CUST-01076,39,398.35,0.827,2,whatsapp,0,0,mid,1
CUST-01077,96,407.01,0.506,5,email,0,0,severe,0
CUST-01078,93,610.27,0.592,1,sms,0,0,severe,0
CUST-01079,46,73.27,0.268,1,whatsapp,1,0,late,1
CUST-01080,59,182.07,0.964,2,call,1,1,late,1
CUST-01081,93,573.0,0.34,2,whatsapp,1,1,severe,0
CUST-01082,111,526.59,0.856,4,sms,0,0,severe,0
CUST-01083,34,359.47,0.554,2,whatsapp,1,0,mid,0
CUST-01084,79,296.35,0.524,3,call,1,0,severe,0
CUST-01085,72,212.98,0.681,3,email,1,0,late,0
CUST-01086,75,461.33,0.773,1,whatsapp,0,0,late,1
CUST-01087,97,857.83,0.842,3,whatsapp,0,0,severe,0
CUST-01088,93,141.42,1.0,3,whatsapp,0,0,severe,0
CUST-01089,48,967.46,0.792,2,whatsapp,0,0,late,0
CUST-01090,91,750.07,0.896,1,call,0,0,severe,0
CUST-01091,7,335.05,0.6,3,call,0,0,early,0
CUST-01092,42,730.58,0.863,2,email,0,0,mid,0
CUST-01093,27,20.0,0.751,2,sms,0,0,mid,1
CUST-01094,31,20.0,0.627,2,sms,0,0,mid,1
CUST-01095,109,67.27,0.701,2,sms,0,0,severe,0
CUST-01096,53,348.88,0.708,1,email,1,1,late,1
CUST-01097,9,375.87,0.758,2,whatsapp,1,0,early,0
CUST-01098,59,315.15,0.8,4,whatsapp,0,0,late,0
CUST-01099,9,511.82,0.618,2,sms,0,0,early,1
CUST-01100,18,20.0,0.572,4,whatsapp,1,0,mid,1
CUST-01101,47,638.51,0.869,4,call,0,0,late,0
CUST-01102,53,25.82,0.381,1,whatsapp,1,0,late,0
CUST-01103,28,268.53,0.596,4,call,1,0,mid,1
CUST-01104,77,347.89,1.0,0,whatsapp,1,1,severe,0
CUST-01105,60,110.01,0.179,1,whatsapp,1,0,late,0
CUST-01106,17,41.28,0.581,1,sms,1,0,mid,1
CUST-01107,99,158.05,0.858,2,email,1,0,severe,0
CUST-01108,17,476.18,0.39,5,call,1,0,mid,0
CUST-01109,44,668.79,1.0,2,sms,1,1,mid,0
CUST-01110,21,660.56,0.202,1,call,0,0,mid,0
CUST-01111,114,161.76,1.0,3,call,1,0,severe,0
CUST-01112,34,226.7,1.0,2,call,0,0,mid,1
CUST-01113,105,185.41,0.903,1,whatsapp,0,0,severe,0
CUST-01114,116,623.94,0.676,3,sms,0,0,severe,0
CUST-01115,27,20.0,0.791,1,whatsapp,0,0,mid,1
CUST-01116,4,876.27,0.541,1,sms,0,0,early,1
CUST-01117,2,324.86,0.882,4,whatsapp,1,1,early,0
CUST-01118,23,229.27,0.496,1,whatsapp,0,0,mid,1
CUST-01119,49,588.63,0.665,1,email,0,0,late,1
CUST-01120,20,810.44,0.919,0,whatsapp,1,0,mid,0
CUST-01121,115,589.63,0.497,4,whatsapp,0,0,severe,0
CUST-01122,57,816.88,0.647,5,whatsapp,1,1,late,0
CUST-01123,102,522.99,0.753,1,whatsapp,1,0,severe,0
CUST-01124,2,873.48,0.452,3,email,1,1,early,0
CUST-01125,16,878.45,0.953,4,sms,0,0,mid,1
CUST-01126,55,448.17,0.788,3,sms,1,1,late,1
CUST-01127,20,940.55,0.417,2,sms,1,1,mid,0
CUST-01128,20,532.71,0.711,3,call,0,0,mid,0
CUST-01129,3,507.81,0.565,3,whatsapp,0,0,early,1
CUST-01130,33,185.13,0.588,0,sms,0,0,mid,1
CUST-01131,92,387.59,0.735,2,email,0,0,severe,0
CUST-01132,96,728.83,0.578,3,call,0,0,severe,0
CUST-01133,62,59.95,0.913,3,call,1,1,late,1
CUST-01134,23,687.88,0.579,2,call,1,1,mid,1
CUST-01135,54,591.56,0.916,3,whatsapp,1,1,late,0
CUST-01136,75,568.82,0.711,2,call,0,0,late,0
CUST-01137,18,20.0,0.891,2,email,1,1,mid,1
CUST-01138,49,446.96,0.612,1,whatsapp,1,0,late,0
CUST-01139,99,687.44,0.619,2,email,0,0,severe,0
CUST-01140,51,235.85,0.49,5,call,0,0,late,0
CUST-01141,57,508.9,0.836,3,email,0,0,late,0
CUST-01142,99,20.0,0.908,2,email,1,0,severe,0
CUST-01143,81,694.85,1.0,4,email,0,0,severe,0
CUST-01144,20,268.02,0.978,0,call,1,0,mid,1
CUST-01145,74,758.83,0.77,3,email,0,0,late,0
CUST-01146,111,20.0,0.678,2,whatsapp,0,0,severe,0
CUST-01147,26,701.53,0.798,7,whatsapp,0,0,mid,0
CUST-01148,108,404.18,0.714,4,whatsapp,0,0,severe,0
CUST-01149,71,738.43,1.0,4,sms,1,1,late,0
CUST-01150,81,183.77,0.909,1,whatsapp,1,0,severe,1
CUST-01151,40,282.09,0.553,3,sms,0,0,mid,0
CUST-01152,6,1197.58,0.582,2,call,1,0,early,1
CUST-01153,4,214.42,0.993,2,call,1,0,early,0
CUST-01154,80,254.07,0.782,3,whatsapp,0,0,severe,1
CUST-01155,118,391.49,0.674,1,email,1,1,severe,1
CUST-01156,73,152.78,0.957,1,whatsapp,1,1,late,0
CUST-01157,43,860.95,0.642,5,call,1,1,mid,0
CUST-01158,93,1032.0,0.664,1,whatsapp,1,0,severe,1
CUST-01159,114,254.69,0.628,0,whatsapp,0,0,severe,0
CUST-01160,26,20.0,0.328,2,whatsapp,0,0,mid,1
CUST-01161,13,855.03,0.893,4,whatsapp,0,0,early,1
CUST-01162,115,834.68,0.478,3,email,0,0,severe,0
CUST-01163,6,742.93,0.606,4,whatsapp,0,0,early,0
CUST-01164,107,850.08,0.571,3,email,1,0,severe,0
CUST-01165,18,202.39,0.865,4,call,0,0,mid,1
CUST-01166,14,426.08,0.706,1,sms,1,1,early,1
CUST-01167,34,37.08,0.723,3,sms,1,1,mid,1
CUST-01168,38,26.19,0.384,0,call,1,1,mid,0
CUST-01169,40,793.95,0.703,5,whatsapp,1,1,mid,0
CUST-01170,4,264.99,0.425,4,call,1,1,early,1
CUST-01171,103,1209.46,0.781,3,email,0,0,severe,0
CUST-01172,100,503.74,0.793,1,whatsapp,1,0,severe,1
CUST-01173,82,275.06,0.717,3,whatsapp,0,0,severe,0
CUST-01174,110,735.32,1.0,2,email,0,0,severe,0
CUST-01175,113,1056.4,0.826,1,whatsapp,0,0,severe,0
CUST-01176,119,635.56,0.839,2,call,0,0,severe,0
CUST-01177,46,90.51,0.748,2,call,0,0,late,1
CUST-01178,74,598.72,0.681,2,email,1,0,late,1
CUST-01179,92,920.19,0.913,4,email,0,0,severe,0
CUST-01180,80,322.16,0.94,2,sms,1,0,severe,1
CUST-01181,95,232.43,0.46,5,email,1,0,severe,0
CUST-01182,82,805.26,0.931,3,sms,1,0,severe,0
CUST-01183,47,524.79,0.823,2,sms,0,0,late,1
CUST-01184,69,127.19,0.912,5,email,0,0,late,0
CUST-01185,24,358.48,0.813,2,sms,1,0,mid,0
CUST-01186,115,238.19,0.471,2,whatsapp,1,0,severe,0
CUST-01187,108,574.81,0.485,2,whatsapp,1,1,severe,0
CUST-01188,73,515.1,1.0,2,sms,1,1,late,0
CUST-01189,93,848.14,0.77,4,sms,1,0,severe,0
CUST-01190,41,707.09,0.437,3,email,1,1,mid,0
CUST-01191,46,20.0,0.79,4,email,0,0,late,0
CUST-01192,62,610.24,0.648,2,email,1,1,late,0
CUST-01193,32,767.02,0.351,5,call,1,1,mid,0
CUST-01194,3,625.88,0.262,0,whatsapp,1,0,early,1
CUST-01195,48,809.62,0.399,2,whatsapp,0,0,late,0
CUST-01196,87,304.14,0.774,1,email,1,1,severe,1
CUST-01197,32,175.73,0.71,2,whatsapp,0,0,mid,1
CUST-01198,84,777.62,0.67,5,email,1,0,severe,0
CUST-01199,72,139.05,0.777,1,sms,1,1,late,1
CUST-01200,51,20.0,0.84,0,email,0,0,late,1
